RAM(MB),Cores,Workload_GPU(%),Workload_CPU(%),YOLOtime(s)
3000,1,63.92727272727273,40,3.318529
3000,1,63.92727272727273,40,2.458244
3000,1,63.92727272727273,40,3.215275
3000,1,63.92727272727273,40,2.733942
3000,1,63.92727272727273,40,2.801990
3000,1,63.92727272727273,40,3.211778
3000,1,63.92727272727273,40,2.417496
3000,1,63.92727272727273,40,3.192079
3000,1,63.92727272727273,40,2.580433
3000,1,63.92727272727273,40,2.799850
3000,1,63.92727272727273,40,3.221435
3000,1,63.92727272727273,40,2.488890
3000,1,63.92727272727273,40,3.186554
3000,1,63.92727272727273,40,3.084060
3000,1,63.92727272727273,40,2.425981
3000,1,63.92727272727273,40,3.325248
3000,1,63.92727272727273,40,2.649180
3000,1,63.92727272727273,40,2.933127
3000,1,63.92727272727273,40,3.018603
3000,1,63.92727272727273,40,2.570375
3000,1,63.92727272727273,40,3.208461
3000,1,63.92727272727273,40,2.486974
3000,1,63.92727272727273,40,3.177320
3000,1,63.92727272727273,40,2.925386
3000,1,63.92727272727273,40,2.624053
3000,1,63.92727272727273,40,3.128900
3000,1,63.92727272727273,40,2.492662
3000,1,63.92727272727273,40,3.222170
3000,1,63.92727272727273,40,2.434404
3000,1,63.92727272727273,40,3.205150
3000,1,63.92727272727273,40,3.185278
3000,1,63.92727272727273,40,2.427595
3000,1,63.92727272727273,40,3.327354
3000,1,63.92727272727273,40,2.460754
3000,1,63.92727272727273,40,3.219210
3000,1,63.92727272727273,40,3.093658
3000,1,63.92727272727273,40,2.448950
3000,1,63.92727272727273,40,3.150150
3000,1,63.92727272727273,40,2.435434
3000,1,63.92727272727273,40,3.211735
3000,2,45.29090909090909,40,1.086306
3000,2,45.29090909090909,40,1.452047
3000,2,45.29090909090909,40,1.528054
3000,2,45.29090909090909,40,1.895965
3000,2,45.29090909090909,40,1.112672
3000,2,45.29090909090909,40,1.714749
3000,2,45.29090909090909,40,1.949630
3000,2,45.29090909090909,40,1.562940
3000,2,45.29090909090909,40,0.958993
3000,2,45.29090909090909,40,1.559407
3000,2,45.29090909090909,40,1.340638
3000,2,45.29090909090909,40,1.930897
3000,2,45.29090909090909,40,2.045803
3000,2,45.29090909090909,40,1.578359
3000,2,45.29090909090909,40,0.936000
3000,2,45.29090909090909,40,1.774224
3000,2,45.29090909090909,40,1.357326
3000,2,45.29090909090909,40,1.050150
3000,2,45.29090909090909,40,1.667873
3000,2,45.29090909090909,40,1.524799
3000,2,45.29090909090909,40,0.956719
3000,2,45.29090909090909,40,1.606899
3000,2,45.29090909090909,40,1.450181
3000,2,45.29090909090909,40,1.552386
3000,2,45.29090909090909,40,0.923422
3000,2,45.29090909090909,40,1.592618
3000,2,45.29090909090909,40,2.041465
3000,2,45.29090909090909,40,0.957530
3000,2,45.29090909090909,40,1.091216
3000,2,45.29090909090909,40,1.316783
3000,2,45.29090909090909,40,1.453198
3000,2,45.29090909090909,40,1.744698
3000,2,45.29090909090909,40,1.328362
3000,2,45.29090909090909,40,1.040037
3000,2,45.29090909090909,40,1.187623
3000,2,45.29090909090909,40,1.610823
3000,2,45.29090909090909,40,1.217942
3000,2,45.29090909090909,40,1.503775
3000,2,45.29090909090909,40,1.482853
3000,2,45.29090909090909,40,0.941975
3000,3,46.85454545454545,40,1.568888
3000,3,46.85454545454545,40,1.251772
3000,3,46.85454545454545,40,1.255082
3000,3,46.85454545454545,40,1.369832
3000,3,46.85454545454545,40,1.343298
3000,3,46.85454545454545,40,1.055056
3000,3,46.85454545454545,40,1.545224
3000,3,46.85454545454545,40,1.273214
3000,3,46.85454545454545,40,1.272398
3000,3,46.85454545454545,40,1.334199
3000,3,46.85454545454545,40,1.377985
3000,3,46.85454545454545,40,1.263499
3000,3,46.85454545454545,40,1.200788
3000,3,46.85454545454545,40,1.261861
3000,3,46.85454545454545,40,1.314633
3000,3,46.85454545454545,40,1.589567
3000,3,46.85454545454545,40,1.472880
3000,3,46.85454545454545,40,1.397457
3000,3,46.85454545454545,40,1.240535
3000,3,46.85454545454545,40,1.705101
3000,3,46.85454545454545,40,1.401157
3000,3,46.85454545454545,40,1.028230
3000,3,46.85454545454545,40,1.300175
3000,3,46.85454545454545,40,2.032312
3000,3,46.85454545454545,40,1.286495
3000,3,46.85454545454545,40,1.146954
3000,3,46.85454545454545,40,1.270056
3000,3,46.85454545454545,40,1.177341
3000,3,46.85454545454545,40,1.453691
3000,3,46.85454545454545,40,1.459721
3000,3,46.85454545454545,40,1.315235
3000,3,46.85454545454545,40,1.413645
3000,3,46.85454545454545,40,1.200600
3000,3,46.85454545454545,40,1.553282
3000,3,46.85454545454545,40,1.355117
3000,3,46.85454545454545,40,1.436784
3000,3,46.85454545454545,40,1.539021
3000,3,46.85454545454545,40,1.585612
3000,3,46.85454545454545,40,1.362568
3000,3,46.85454545454545,40,1.516190
3000,4,43.589285714285715,40,1.222312
3000,4,43.589285714285715,40,1.335086
3000,4,43.589285714285715,40,1.696568
3000,4,43.589285714285715,40,1.323589
3000,4,43.589285714285715,40,1.230863
3000,4,43.589285714285715,40,1.413080
3000,4,43.589285714285715,40,1.405533
3000,4,43.589285714285715,40,1.248155
3000,4,43.589285714285715,40,1.324921
3000,4,43.589285714285715,40,1.174824
3000,4,43.589285714285715,40,1.346475
3000,4,43.589285714285715,40,1.421999
3000,4,43.589285714285715,40,1.520566
3000,4,43.589285714285715,40,1.299762
3000,4,43.589285714285715,40,1.278109
3000,4,43.589285714285715,40,1.376269
3000,4,43.589285714285715,40,1.382862
3000,4,43.589285714285715,40,1.375592
3000,4,43.589285714285715,40,1.370087
3000,4,43.589285714285715,40,1.344395
3000,4,43.589285714285715,40,1.298742
3000,4,43.589285714285715,40,1.517268
3000,4,43.589285714285715,40,1.550211
3000,4,43.589285714285715,40,1.273133
3000,4,43.589285714285715,40,1.058828
3000,4,43.589285714285715,40,1.147428
3000,4,43.589285714285715,40,1.315414
3000,4,43.589285714285715,40,1.050493
3000,4,43.589285714285715,40,1.184749
3000,4,43.589285714285715,40,1.380478
3000,4,43.589285714285715,40,1.344280
3000,4,43.589285714285715,40,1.280536
3000,4,43.589285714285715,40,1.349238
3000,4,43.589285714285715,40,1.251968
3000,4,43.589285714285715,40,1.349168
3000,4,43.589285714285715,40,1.350526
3000,4,43.589285714285715,40,1.279482
3000,4,43.589285714285715,40,1.362899
3000,4,43.589285714285715,40,1.371474
3000,4,43.589285714285715,40,1.452108
